Year	Month	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.
1945	2	-0.602	0.195	-0.022	0.087	0.06	0.056	0.047	0.05	0.017	0.04
1945	3	-0.121	0.168	-0.041	0.086	0.06	0.056	0.045	0.05	0.014	0.04
1945	4	0.223	0.233	-0.059	0.085	0.067	0.056	0.04	0.05	0.015	0.04
1945	5	-0.225	0.271	-0.061	0.084	0.067	0.056	0.04	0.05	0.017	0.04
1945	6	-0.152	0.217	-0.087	0.085	0.062	0.055	0.038	0.05	0.018	0.04
1945	7	-0.129	0.297	-0.053	0.084	0.078	0.055	0.034	0.05	0.017	0.04
1945	8	0.458	0.319	0.016	0.084	0.073	0.054	0.031	0.05	0.019	0.04
1945	9	0.167	0.227	0.022	0.084	0.069	0.054	0.029	0.05	0.019	0.04
1945	10	0.196	0.171	0.036	0.084	0.067	0.054	0.026	0.05	0.02	0.04
1945	11	-0.069	0.179	0.057	0.082	0.068	0.054	0.021	0.049	0.023	0.04
1945	12	-0.646	0.189	0.055	0.082	0.076	0.054	0.015	0.049	0.022	0.04
1946	1	0.255	0.191	0.073	0.081	0.076	0.053	0.01	0.049	0.023	0.04
1946	2	0.227	0.195	0.033	0.082	0.078	0.053	-0.001	0.048	0.024	0.04
1946	3	-0.051	0.181	0.018	0.082	0.079	0.053	-0.002	0.048	0.023	0.04
1946	4	0.383	0.221	-0.007	0.083	0.074	0.052	-0.004	0.048	0.022	0.04
1946	5	0.033	0.259	0.008	0.082	0.073	0.052	-0.005	0.048	0.02	0.04
1946	6	-0.171	0.217	0.007	0.083	0.061	0.052	-0.008	0.048	0.02	0.04
1946	7	0.076	0.288	-0.024	0.083	0.055	0.052	-0.011	0.049	0.018	0.04
1946	8	-0.019	0.319	-0.039	0.085	0.041	0.052	-0.011	0.048	0.015	0.04
1946	9	-0.004	0.218	0.007	0.085	0.033	0.052	-0.007	0.048	0.014	0.04
1946	10	-0.106	0.164	-0.003	0.084	0.032	0.052	-0.007	0.048	0.012	0.039
1946	11	0.107	0.17	-0.005	0.085	0.031	0.052	-0.004	0.048	0.01	0.039
1946	12	-0.662	0.185	0.008	0.084	0.027	0.051	0.001	0.047	0.008	0.039
1947	1	-0.116	0.184	0.002	0.083	0.023	0.051	0	0.048	0.008	0.039
1947	2	0.048	0.193	0.002	0.081	0.02	0.051	0.004	0.047	0.006	0.039
1947	3	0.506	0.176	0.012	0.081	0.011	0.051	0.001	0.047	0.007	0.039
1947	4	0.253	0.22	0.074	0.082	0.007	0.05	0.001	0.047	0.008	0.039
1947	5	0.015	0.265	0.086	0.083	0.008	0.05	0.001	0.047	0.008	0.039
1947	6	-0.018	0.212	0.129	0.084	0.007	0.05	0	0.047	0.009	0.039
1947	7	0.002	0.281	0.194	0.084	-0.002	0.05	0.003	0.047	0.008	0.039
1947	8	-0.012	0.307	0.188	0.082	-0.001	0.05	0.004	0.047	0.008	0.038
1947	9	0.114	0.219	0.114	0.081	-0.001	0.05	0.005	0.046	0.008	0.038
1947	10	0.64	0.167	0.097	0.081	-0.01	0.051	0.001	0.046	0.007	0.038
1947	11	0.245	0.172	0.114	0.08	-0.007	0.05	-0.007	0.046	0.007	0.038
1947	12	-0.143	0.179	0.131	0.08	-0.006	0.05	-0.009	0.046	0.011	0.038
1948	1	0.66	0.174	0.14	0.08	-0.007	0.05	-0.005	0.046	0.013	0.037
1948	2	-0.016	0.172	0.145	0.079	-0.021	0.049	-0.004	0.046	0.014	0.037
1948	3	-0.39	0.169	0.143	0.079	-0.026	0.049	0.001	0.045	0.013	0.037
1948	4	0.053	0.216	0.106	0.078	-0.033	0.049	0.003	0.045	0.012	0.037
1948	5	0.215	0.25	0.09	0.078	-0.044	0.048	0.004	0.045	0.012	0.037
1948	6	0.188	0.201	0.075	0.076	-0.038	0.048	0.008	0.045	0.012	0.037
1948	7	0.109	0.272	0.062	0.077	-0.052	0.047	0.007	0.045	0.012	0.037
1948	8	0.044	0.296	0.023	0.078	-0.071	0.047	0.01	0.045	0.01	0.037
1948	9	0.097	0.211	0.035	0.079	-0.074	0.046	0.011	0.044	0.008	0.037
1948	10	0.193	0.159	0.021	0.079	-0.082	0.046	0.008	0.044	0.006	0.037
1948	11	0.054	0.158	0.004	0.078	-0.08	0.047	0.006	0.044	0.005	0.037
1948	12	-0.318	0.193	-0.034	0.078	-0.081	0.047	0.004	0.044	0.006	0.036
1949	1	0.5	0.187	-0.054	0.078	-0.083	0.047	-0.009	0.044	0.006	0.036
1949	2	-0.488	0.19	-0.059	0.08	-0.08	0.047	-0.013	0.044	0.006	0.036
1949	3	-0.24	0.176	-0.076	0.08	-0.075	0.047	-0.017	0.044	0.01	0.036
1949	4	-0.117	0.214	-0.081	0.081	-0.069	0.047	-0.019	0.043	0.012	0.036
1949	5	0.007	0.248	-0.085	0.082	-0.068	0.046	-0.022	0.043	0.011	0.036
1949	6	-0.259	0.196	-0.088	0.081	-0.048	0.046	-0.022	0.043	0.012	0.036
1949	7	-0.135	0.266	-0.191	0.08	-0.041	0.046	-0.024	0.043	0.012	0.035
1949	8	-0.021	0.299	-0.195	0.077	-0.039	0.046	-0.025	0.043	0.012	0.035
1949	9	-0.105	0.211	-0.182	0.077	-0.053	0.046	-0.028	0.042	0.012	0.035
1949	10	0.136	0.156	-0.201	0.077	-0.058	0.046	-0.03	0.042	0.011	0.035
1949	11	0.007	0.163	-0.203	0.078	-0.057	0.045	-0.026	0.042	0.01	0.035
1949	12	-0.36	0.187	-0.19	0.078	-0.057	0.045	-0.025	0.042	0.005	0.035
1950	1	-0.726	0.17	-0.195	0.077	-0.054	0.045	-0.018	0.042	0.006	0.035
1950	2	-0.541	0.157	-0.226	0.076	-0.051	0.045	-0.014	0.042	0.008	0.034
1950	3	-0.08	0.166	-0.226	0.074	-0.05	0.045	-0.019	0.042	0.003	0.034
1950	4	-0.348	0.2	-0.256	0.072	-0.064	0.045	-0.023	0.042	0.001	0.034
1950	5	-0.017	0.223	-0.319	0.072	-0.08	0.045	-0.022	0.042	-0.001	0.034
1950	6	-0.098	0.181	-0.311	0.069	-0.08	0.045	-0.02	0.041	-0.001	0.033
1950	7	-0.2	0.235	-0.3	0.07	-0.087	0.046	-0.02	0.041	-0.003	0.033
1950	8	-0.388	0.226	-0.332	0.069	-0.08	0.046	-0.02	0.041	-0.003	0.033
1950	9	-0.109	0.187	-0.344	0.068	-0.066	0.046	-0.022	0.041	-0.003	0.033
1950	10	-0.226	0.142	-0.322	0.066	-0.06	0.046	-0.021	0.041	-0.003	0.032
1950	11	-0.746	0.159	-0.31	0.063	-0.06	0.046	-0.022	0.041	-0.004	0.032
1950	12	-0.267	0.154	-0.321	0.06	-0.061	0.045	-0.02	0.041	-0.004	0.032
1951	1	-0.593	0.174	-0.308	0.06	-0.062	0.045	-0.025	0.041	-0.003	0.032
1951	2	-0.927	0.147	-0.261	0.06	-0.059	0.046	-0.03	0.041	-0.003	0.032
1951	3	-0.227	0.143	-0.229	0.063	-0.058	0.046	-0.033	0.041	-0.002	0.031
1951	4	-0.085	0.173	-0.186	0.062	-0.058	0.046	-0.041	0.04	-0.001	0.031
1951	5	0.128	0.204	-0.114	0.06	-0.062	0.046	-0.046	0.04	-0.001	0.031
1951	6	-0.231	0.247	-0.047	0.061	-0.053	0.046	-0.047	0.04	0	0.031
1951	7	-0.033	0.217	0.03	0.064	-0.072	0.046	-0.049	0.04	-0.002	0.031
1951	8	0.17	0.259	0.119	0.068	-0.068	0.045	-0.054	0.039	-0.003	0.031
1951	9	0.271	0.22	0.11	0.07	-0.066	0.045	-0.056	0.039	-0.001	0.03
1951	10	0.295	0.125	0.118	0.071	-0.069	0.044	-0.059	0.039	-0.003	0.03
1951	11	0.114	0.177	0.111	0.071	-0.075	0.044	-0.063	0.039	-0.002	0.03
1951	12	0.537	0.162	0.128	0.07	-0.072	0.045	-0.059	0.039	-0.002	0.03
1952	1	0.329	0.15	0.149	0.072	-0.071	0.045	-0.06	0.038	-0.003	0.03
1952	2	0.147	0.173	0.146	0.073	-0.07	0.044	-0.062	0.038	0	0.03
1952	3	-0.337	0.166	0.139	0.075	-0.067	0.044	-0.068	0.038	0.001	0.03
1952	4	0.009	0.221	0.095	0.076	-0.067	0.043	-0.071	0.038	0.002	0.03
1952	5	0.041	0.258	0.027	0.078	-0.059	0.043	-0.071	0.037	0.001	0.03
1952	6	-0.022	0.204	-0.029	0.08	-0.057	0.043	-0.069	0.037	0	0.03
1952	7	0.22	0.274	-0.037	0.081	-0.034	0.044	-0.07	0.037	0	0.029
1952	8	0.133	0.305	-0.015	0.08	-0.026	0.043	-0.068	0.036	0	0.029
1952	9	0.185	0.219	0.049	0.079	-0.037	0.043	-0.066	0.036	-0.001	0.029
1952	10	-0.23	0.162	0.084	0.079	-0.036	0.042	-0.071	0.036	-0.002	0.029
1952	11	-0.702	0.167	0.099	0.079	-0.038	0.043	-0.07	0.036	-0.002	0.029
1952	12	-0.141	0.187	0.113	0.079	-0.035	0.042	-0.065	0.035	-0.002	0.029
1953	1	0.244	0.18	0.098	0.079	-0.033	0.042	-0.063	0.035	0	0.028
1953	2	0.407	0.174	0.106	0.079	-0.019	0.042	-0.059	0.035	0.002	0.028
1953	3	0.429	0.164	0.103	0.078	-0.019	0.043	-0.055	0.035	0.002	0.028
1953	4	0.437	0.226	0.14	0.078	-0.009	0.043	-0.055	0.034	0	0.028
1953	5	0.216	0.265	0.182	0.078	0.001	0.043	-0.055	0.034	-0.002	0.027
1953	6	0.145	0.207	0.211	0.077	-0.003	0.044	-0.058	0.034	-0.001	0.027
1953	7	0.047	0.274	0.135	0.076	0.003	0.044	-0.058	0.033	0	0.027
1953	8	0.221	0.303	0.084	0.074	0.011	0.045	-0.061	0.034	0.002	0.027
1953	9	0.15	0.218	0.035	0.075	0.008	0.044	-0.063	0.033	0.004	0.027
1953	10	0.214	0.162	-0.025	0.073	0	0.044	-0.065	0.033	0.004	0.027
1953	11	-0.201	0.165	-0.07	0.072	-0.011	0.044	-0.064	0.033	0.006	0.026
1953	12	0.206	0.186	-0.087	0.072	-0.012	0.043	-0.062	0.033	0.003	0.026
1954	1	-0.663	0.171	-0.099	0.072	-0.014	0.043	-0.064	0.033	0.001	0.026
1954	2	-0.209	0.167	-0.115	0.07	-0.028	0.043	-0.059	0.032	-0.002	0.026
1954	3	-0.152	0.176	-0.123	0.068	-0.037	0.042	-0.052	0.032	-0.005	0.026
1954	4	-0.288	0.201	-0.127	0.067	-0.049	0.042	-0.048	0.032	-0.007	0.026
1954	5	-0.324	0.215	-0.072	0.066	-0.057	0.042	-0.048	0.032	-0.008	0.025
1954	6	-0.065	0.189	-0.11	0.066	-0.07	0.042	-0.045	0.031	-0.009	0.025
1954	7	-0.096	0.227	0.002	0.065	-0.079	0.041	-0.043	0.031	-0.009	0.025
1954	8	0.037	0.249	0.012	0.063	-0.084	0.041	-0.043	0.031	-0.01	0.025
1954	9	0.046	0.199	-0.035	0.061	-0.082	0.041	-0.043	0.031	-0.014	0.025
1954	10	0.171	0.145	-0.037	0.06	-0.084	0.04	-0.046	0.031	-0.018	0.024
1954	11	0.462	0.149	-0.019	0.06	-0.086	0.04	-0.049	0.03	-0.018	0.024
1954	12	-0.255	0.155	-0.006	0.058	-0.08	0.038	-0.046	0.03	-0.018	0.024
1955	1	0.687	0.149	-0.005	0.056	-0.087	0.037	-0.041	0.03	-0.017	0.024
1955	2	-0.096	0.122	0.029	0.056	-0.086	0.037	-0.031	0.03	-0.016	0.024
1955	3	-0.712	0.11	0.017	0.06	-0.082	0.037	-0.039	0.029	-0.015	0.024
1955	4	-0.312	0.143	0.032	0.062	-0.077	0.038	-0.039	0.028	-0.018	0.024
1955	5	-0.11	0.184	-0.019	0.064	-0.061	0.037	-0.042	0.028	-0.018	0.024
1955	6	0.096	0.141	-0.038	0.064	-0.049	0.037	-0.04	0.028	-0.018	0.024
1955	7	-0.086	0.179	-0.117	0.064	-0.039	0.036	-0.04	0.027	-0.018	0.023
1955	8	0.449	0.201	-0.147	0.067	-0.038	0.036	-0.037	0.027	-0.02	0.023
1955	9	-0.103	0.147	-0.121	0.066	-0.043	0.036	-0.036	0.027	-0.022	0.023
1955	10	0.356	0.111	-0.139	0.066	-0.049	0.036	-0.033	0.027	-0.022	0.023
1955	11	-0.15	0.142	-0.177	0.062	-0.049	0.035	-0.029	0.027	-0.023	0.023
1955	12	-0.485	0.127	-0.21	0.063	-0.056	0.035	-0.023	0.027	-0.02	0.023
1956	1	-0.262	0.097	-0.215	0.063	-0.055	0.035	-0.016	0.027	-0.022	0.023
1956	2	-0.456	0.086	-0.307	0.055	-0.063	0.035	-0.005	0.027	-0.023	0.022
1956	3	-0.398	0.073	-0.319	0.049	-0.069	0.036	-0.001	0.026	-0.022	0.022
1956	4	-0.528	0.105	-0.386	0.047	-0.073	0.036	0.002	0.026	-0.025	0.022
1956	5	-0.575	0.122	-0.405	0.048	-0.067	0.036	0.003	0.026	-0.025	0.022
1956	6	-0.291	0.06	-0.383	0.05	-0.07	0.036	0.007	0.026	-0.023	0.022
1956	7	-0.148	0.078	-0.381	0.05	-0.055	0.035	0.007	0.026	-0.022	0.022
1956	8	-0.652	0.106	-0.353	0.055	-0.05	0.035	0.005	0.025	-0.023	0.021
1956	9	-0.253	0.074	-0.341	0.057	-0.039	0.035	0.005	0.025	-0.023	0.021
1956	10	-0.445	0.079	-0.304	0.057	-0.028	0.035	0.002	0.025	-0.023	0.021
1956	11	-0.381	0.136	-0.262	0.052	-0.022	0.035	0.001	0.026	-0.024	0.021
1956	12	-0.223	0.137	-0.211	0.054	-0.019	0.034	-0.006	0.026	-0.023	0.021
1957	1	-0.237	0.109	-0.217	0.063	-0.015	0.033	-0.006	0.025	-0.023	0.021
1957	2	-0.122	0.117	-0.142	0.078	-0.016	0.033	-0.004	0.025	-0.024	0.02
1957	3	-0.246	0.104	-0.089	0.091	-0.019	0.034	0.001	0.025	-0.026	0.02
1957	4	-0.095	0.163	-0.043	0.097	-0.025	0.034	0.002	0.026	-0.027	0.02
1957	5	-0.065	0.085	0.01	0.103	-0.039	0.033	0	0.026	-0.025	0.02
1957	6	0.315	0.21	0.073	0.107	-0.035	0.033	0	0.026	-0.026	0.02
1957	7	-0.208	0.205	0.163	0.106	-0.047	0.032	-0.003	0.026	-0.026	0.02
1957	8	0.245	0.342	0.212	0.108	-0.036	0.032	-0.005	0.026	-0.026	0.019
1957	9	0.376	0.227	0.246	0.107	-0.041	0.032	-0.007	0.026	-0.027	0.02
1957	10	0.106	0.177	0.26	0.092	-0.041	0.032	-0.005	0.026	-0.028	0.019
1957	11	0.263	0.113	0.283	0.095	-0.045	0.031	0.002	0.026	-0.028	0.019
1957	12	0.531	0.09	0.235	0.08	-0.046	0.03	0.005	0.026	-0.027	0.019
1958	1	0.845	0.143	0.261	0.072	-0.047	0.03	0.004	0.026	-0.031	0.019
1958	2	0.464	0.139	0.219	0.051	-0.054	0.029	0.007	0.026	-0.031	0.019
1958	3	0.164	0.065	0.169	0.046	-0.053	0.029	0.002	0.026	-0.026	0.019
1958	4	0.066	0.111	0.161	0.055	-0.056	0.028	-0.004	0.025	-0.026	0.019
1958	5	0.213	0.147	0.149	0.054	-0.059	0.028	-0.008	0.025	-0.028	0.019
1958	6	-0.263	0.152	0.106	0.049	-0.043	0.028	-0.009	0.025	-0.03	0.019
1958	7	0.113	0.162	0.056	0.043	-0.036	0.026	-0.008	0.026	-0.031	0.019
1958	8	-0.258	0.132	0.024	0.04	-0.021	0.026	-0.006	0.026	-0.033	0.019
1958	9	-0.224	0.088	0.057	0.035	-0.009	0.026	-0.003	0.026	-0.035	0.019
1958	10	-0.001	0.082	0.082	0.03	0.003	0.025	0	0.026	-0.036	0.019
1958	11	0.129	0.08	0.066	0.035	0.018	0.023	0.005	0.026	-0.037	0.019
1958	12	0.016	0.081	0.097	0.029	0.026	0.024	0.003	0.026	-0.038	0.019
1959	1	0.234	0.129	0.098	0.026	0.028	0.024	0.01	0.026	-0.043	0.019
1959	2	0.092	0.078	0.12	0.032	0.038	0.024	0.01	0.026	-0.044	0.019
1959	3	0.554	0.155	0.129	0.036	0.046	0.024	0.007	0.025	-0.044	0.019
1959	4	0.367	0.147	0.111	0.035	0.052	0.025	0.005	0.025	-0.043	0.019
1959	5	0.016	0.036	0.069	0.034	0.06	0.025	0.005	0.025	-0.043	0.019
1959	6	0.114	0.084	0.064	0.033	0.059	0.024	0.005	0.025	-0.041	0.019
1959	7	0.121	0.135	0.043	0.035	0.067	0.023	0.006	0.025	-0.041	0.019
1959	8	0.003	0.063	0.081	0.03	0.077	0.023	0.004	0.025	-0.041	0.019
1959	9	-0.117	0.122	-0.047	0.033	0.085	0.024	0	0.025	-0.041	0.019
1959	10	-0.217	0.076	-0.102	0.031	0.088	0.024	-0.006	0.025	-0.041	0.019
1959	11	-0.376	0.066	-0.135	0.036	0.086	0.023	-0.011	0.025	-0.039	0.019
1959	12	-0.039	0.079	-0.141	0.034	0.081	0.026	-0.012	0.025	-0.036	0.019
1960	1	-0.015	0.107	-0.163	0.028	0.082	0.027	-0.016	0.025	-0.033	0.019
1960	2	0.551	0.115	-0.163	0.03	0.076	0.027	-0.017	0.025	-0.028	0.019
1960	3	-0.987	0.049	-0.153	0.038	0.067	0.029	-0.012	0.025	-0.028	0.018
1960	4	-0.293	0.092	-0.124	0.038	0.067	0.032	-0.013	0.025	-0.026	0.018
1960	5	-0.385	0.148	-0.118	0.043	0.065	0.033	-0.013	0.026	-0.026	0.018
1960	6	0.044	0.132	-0.077	0.047	0.059	0.031	-0.015	0.027	-0.025	0.018
1960	7	-0.134	0.082	-0.059	0.039	0.048	0.03	-0.016	0.027	-0.024	0.018
1960	8	0.001	0.142	-0.069	0.033	0.053	0.029	-0.02	0.026	-0.023	0.018
1960	9	0.005	0.044	0.037	0.035	0.048	0.029	-0.022	0.026	-0.022	0.018
1960	10	0.122	0.08	0.079	0.037	0.042	0.028	-0.024	0.025	-0.021	0.018
1960	11	-0.297	0.088	0.137	0.036	0.034	0.028	-0.024	0.025	-0.018	0.018
1960	12	0.453	0.041	0.153	0.031	0.037	0.029	-0.02	0.024	-0.018	0.018
1961	1	0.197	0.111	0.161	0.034	0.039	0.028	-0.02	0.024	-0.014	0.018
1961	2	0.43	0.058	0.157	0.026	0.051	0.028	-0.016	0.023	-0.012	0.018
1961	3	0.29	0.072	0.173	0.028	0.063	0.028	-0.011	0.023	-0.012	0.018
1961	4	0.206	0.137	0.157	0.028	0.072	0.029	-0.008	0.023	-0.012	0.018
1961	5	0.319	0.12	0.189	0.028	0.078	0.028	-0.004	0.022	-0.013	0.018
1961	6	0.236	0.143	0.127	0.028	0.077	0.028	0	0.022	-0.014	0.018
1961	7	-0.041	0.1	0.133	0.028	0.075	0.028	0.004	0.022	-0.014	0.018
1961	8	-0.047	0.048	0.135	0.034	0.07	0.028	0.008	0.023	-0.015	0.018
1961	9	0.19	0.041	0.131	0.037	0.054	0.029	0.011	0.023	-0.015	0.018
1961	10	-0.067	0.124	0.121	0.043	0.039	0.028	0.013	0.023	-0.016	0.018
1961	11	0.09	0.06	0.08	0.042	0.032	0.028	0.015	0.023	-0.016	0.018
1961	12	-0.292	0.055	0.059	0.054	0.03	0.027	0.013	0.022	-0.018	0.019
1962	1	0.269	0.077	0.053	0.053	0.027	0.027	0.015	0.022	-0.023	0.019
1962	2	0.448	0.086	0.046	0.054	0.024	0.028	0.013	0.021	-0.026	0.019
1962	3	0.248	0.09	0.019	0.059	0.019	0.028	0.016	0.02	-0.024	0.018
1962	4	0.082	0.119	0.031	0.06	0.013	0.029	0.017	0.021	-0.025	0.019
1962	5	-0.168	0.085	0.038	0.063	0.018	0.029	0.021	0.02	-0.026	0.019
1962	6	-0.018	0.239	0.074	0.058	0.012	0.029	0.016	0.02	-0.025	0.019
1962	7	-0.117	0.102	0.067	0.059	0.015	0.029	0.018	0.022	-0.026	0.019
1962	8	-0.125	0.106	0.096	0.059	0.002	0.028	0.016	0.023	-0.026	0.019
1962	9	-0.134	0.122	0.061	0.054	0.017	0.029	0.013	0.024	-0.027	0.019
1962	10	0.077	0.158	0.029	0.043	0.014	0.029	0.015	0.025	-0.026	0.019
1962	11	0.174	0.061	0.021	0.048	0.019	0.03	0.014	0.025	-0.024	0.019
1962	12	0.144	0.095	0.019	0.037	0.016	0.032	0.01	0.025	-0.023	0.019
1963	1	0.177	0.076	0.044	0.036	0.015	0.033	0	0.024	-0.023	0.019
1963	2	0.793	0.072	0.093	0.031	0.015	0.033	-0.003	0.023	-0.022	0.018
1963	3	-0.173	0.073	0.146	0.034	0.01	0.032	0.002	0.023	-0.022	0.018
1963	4	-0.297	0.088	0.186	0.025	0.009	0.031	0.002	0.024	-0.022	0.018
1963	5	-0.263	0.145	0.21	0.021	0.01	0.03	-0.002	0.024	-0.02	0.018
1963	6	-0.045	0.115	0.194	0.029	0.002	0.029	-0.001	0.024	-0.019	0.018
1963	7	0.181	0.135	0.192	0.033	-0.005	0.03	-0.004	0.024	-0.019	0.018
1963	8	0.474	0.049	0.106	0.036	-0.011	0.03	-0.005	0.024	-0.02	0.018
1963	9	0.498	0.111	0.086	0.032	-0.012	0.029	-0.007	0.025	-0.02	0.019
1963	10	0.556	0.056	0.067	0.034	-0.019	0.029	-0.006	0.025	-0.02	0.018
1963	11	0.46	0.105	0.056	0.027	-0.026	0.028	-0.009	0.025	-0.019	0.018
1963	12	-0.044	0.06	0.058	0.032	-0.026	0.028	-0.014	0.025	-0.02	0.018
1964	1	0.148	0.084	0.042	0.025	-0.021	0.028	-0.022	0.025	-0.019	0.018
1964	2	-0.236	0.07	-0.012	0.029	-0.022	0.029	-0.029	0.024	-0.021	0.017
1964	3	-0.414	0.033	-0.091	0.022	-0.024	0.029	-0.035	0.025	-0.02	0.017
1964	4	-0.529	0.066	-0.183	0.021	-0.027	0.028	-0.037	0.026	-0.019	0.018
1964	5	-0.394	0.118	-0.232	0.023	-0.031	0.028	-0.037	0.026	-0.018	0.018
1964	6	-0.016	0.144	-0.257	0.019	-0.032	0.028	-0.037	0.027	-0.018	0.018
1964	7	-0.015	0.098	-0.258	0.023	-0.037	0.029	-0.039	0.026	-0.018	0.018
1964	8	-0.176	0.113	-0.256	0.021	-0.05	0.027	-0.039	0.026	-0.017	0.018
1964	9	-0.445	0.049	-0.229	0.028	-0.053	0.025	-0.038	0.027	-0.019	0.018
1964	10	-0.553	0.108	-0.223	0.033	-0.054	0.024	-0.035	0.028	-0.021	0.018
1964	11	-0.122	0.052	-0.197	0.041	-0.044	0.024	-0.03	0.028	-0.024	0.017
1964	12	-0.353	0.05	-0.208	0.056	-0.048	0.021	-0.026	0.027	-0.024	0.017
1965	1	0.137	0.07	-0.222	0.055	-0.046	0.022	-0.025	0.026	-0.025	0.017
1965	2	-0.211	0.066	-0.21	0.053	-0.044	0.022	-0.025	0.026	-0.024	0.017
1965	3	-0.091	0.132	-0.199	0.053	-0.042	0.022	-0.017	0.025	-0.019	0.017
1965	4	-0.452	0.064	-0.145	0.04	-0.036	0.02	-0.013	0.025	-0.017	0.017
1965	5	-0.083	0.151	-0.154	0.038	-0.038	0.02	-0.011	0.024	-0.015	0.017
1965	6	-0.142	0.213	-0.126	0.042	-0.038	0.021	-0.01	0.024	-0.015	0.017
1965	7	-0.187	0.132	-0.156	0.04	-0.047	0.021	-0.009	0.024	-0.014	0.018
1965	8	-0.032	0.045	-0.134	0.04	-0.06	0.02	-0.01	0.024	-0.017	0.017
1965	9	-0.315	0.081	-0.106	0.029	-0.043	0.02	-0.008	0.024	-0.016	0.017
1965	10	0.099	0.12	-0.09	0.031	-0.038	0.021	-0.009	0.024	-0.018	0.016
1965	11	-0.229	0.113	-0.09	0.038	-0.037	0.021	-0.007	0.024	-0.018	0.016
1965	12	-0.025	0.124	-0.058	0.04	-0.04	0.02	-0.013	0.024	-0.017	0.016
1966	1	-0.222	0.107	-0.021	0.036	-0.047	0.021	-0.012	0.024	-0.015	0.016
1966	2	0.059	0.053	-0.028	0.037	-0.06	0.022	-0.019	0.024	-0.014	0.016
1966	3	0.242	0.101	0.004	0.042	-0.077	0.024	-0.024	0.024	-0.015	0.016
1966	4	-0.264	0.07	-0.023	0.034	-0.085	0.023	-0.026	0.024	-0.014	0.016
1966	5	-0.081	0.104	-0.015	0.036	-0.096	0.024	-0.029	0.024	-0.013	0.017
1966	6	0.244	0.09	-0.047	0.033	-0.104	0.023	-0.034	0.024	-0.013	0.017
1966	7	0.257	0.119	-0.029	0.031	-0.119	0.025	-0.036	0.024	-0.013	0.016
1966	8	-0.115	0.109	-0.063	0.027	-0.129	0.025	-0.034	0.025	-0.011	0.017
1966	9	0.07	0.122	-0.074	0.026	-0.124	0.025	-0.035	0.024	-0.011	0.017
1966	10	-0.222	0.086	-0.05	0.022	-0.113	0.026	-0.034	0.024	-0.013	0.016
1966	11	-0.141	0.055	-0.011	0.022	-0.105	0.027	-0.033	0.024	-0.013	0.016
1966	12	-0.41	0.044	-0.052	0.023	-0.105	0.028	-0.03	0.024	-0.012	0.016
1967	1	-0.005	0.068	-0.071	0.029	-0.105	0.028	-0.039	0.025	-0.012	0.016
1967	2	-0.344	0.094	-0.063	0.031	-0.103	0.029	-0.048	0.025	-0.011	0.016
1967	3	0.103	0.097	-0.069	0.034	-0.095	0.03	-0.05	0.024	-0.008	0.016
1967	4	0.03	0.057	-0.016	0.035	-0.084	0.029	-0.052	0.024	-0.006	0.016
1967	5	0.381	0.116	0	0.034	-0.077	0.029	-0.051	0.025	-0.003	0.016
1967	6	-0.246	0.093	0.046	0.032	-0.064	0.029	-0.05	0.024	-0.003	0.017
1967	7	0.037	0.186	0.016	0.032	-0.064	0.028	-0.05	0.025	0	0.018
1967	8	-0.03	0.134	0.045	0.034	-0.052	0.027	-0.046	0.025	0	0.019
1967	9	0	0.107	0.108	0.04	-0.051	0.025	-0.046	0.024	-0.002	0.019
1967	10	0.418	0.031	0.107	0.039	-0.041	0.025	-0.047	0.024	-0.004	0.02
1967	11	0.057	0.033	0.057	0.036	-0.041	0.025	-0.05	0.024	-0.003	0.02
1967	12	0.135	0.05	0.059	0.036	-0.037	0.023	-0.052	0.024	-0.005	0.019
1968	1	-0.359	0.078	0.035	0.029	-0.033	0.022	-0.05	0.024	-0.009	0.019
1968	2	0.004	0.059	0.012	0.03	-0.034	0.022	-0.051	0.024	-0.01	0.018
1968	3	0.858	0.071	-0.028	0.028	-0.025	0.023	-0.046	0.023	-0.009	0.018
1968	4	0.014	0.098	-0.057	0.026	-0.027	0.024	-0.039	0.023	-0.008	0.019
1968	5	-0.212	0.071	-0.078	0.027	-0.024	0.024	-0.033	0.023	-0.008	0.019
1968	6	-0.23	0.151	-0.134	0.027	-0.028	0.024	-0.029	0.023	-0.008	0.019
1968	7	-0.251	0.121	-0.168	0.03	-0.02	0.023	-0.03	0.023	-0.008	0.019
1968	8	-0.303	0.086	-0.235	0.034	-0.027	0.023	-0.034	0.024	-0.009	0.019
1968	9	-0.482	0.06	-0.319	0.038	-0.036	0.023	-0.038	0.024	-0.008	0.019
1968	10	0.07	0.09	-0.309	0.041	-0.033	0.023	-0.04	0.023	-0.009	0.019
1968	11	-0.194	0.051	-0.286	0.041	-0.033	0.024	-0.043	0.024	-0.008	0.019
1968	12	-0.536	0.065	-0.264	0.042	-0.043	0.023	-0.042	0.023	-0.008	0.018
1969	1	-0.761	0.072	-0.249	0.041	-0.05	0.023	-0.048	0.024	-0.009	0.018
1969	2	-0.809	0.084	-0.224	0.041	-0.047	0.024	-0.051	0.023	-0.011	0.018
1969	3	-0.146	0.048	-0.184	0.041	-0.045	0.023	-0.048	0.023	-0.013	0.018
